what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363942184888
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1363942185013
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1363942185138
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363942185201
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1363942185248
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1363942185482
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1363942192607
opened,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1363942196091
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1363942196122
error,log,,,"Failed to load properties file for project 'mak-in-droid'",1363942199310
error,log,,,"Failed to load properties file for project 'mak-in-droid'",1363942199310
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1363942213200
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1363942213216
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1363942213294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363942216825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363942374537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363942375881
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1363942408177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363942431348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363942456190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363942652448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363942654292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363942654292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363942654402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943471929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943474414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943474414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943474414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943538760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943581527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943619153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943626153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943630059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943630934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943630934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943631294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943822560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943824763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943827873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943828576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943829638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943830326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943831560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943832388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943833794
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1363943857544
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943860309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943864966
error,log,,,"Core exception while retrieving the content description",1363943864981
error,log,,,"Core exception while retrieving the content description",1363943864981
error,log,,,"Core exception while retrieving the content description",1363943864981
error,log,,,"Core exception while retrieving the content description",1363943864981
error,log,,,"Core exception while retrieving the content description",1363943864981
error,log,,,"Core exception while retrieving the content description",1363943864981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943867044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943868731
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1363943868731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943870122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943870590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943871653
error,log,,,"Exception while reading /mak1/.classpath",1363943871731
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: mak1",1363943871762
error,log,,,"Exception while reading /mak1/.classpath",1363943871762
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1363943871919
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1363943872012
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1363943872012
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1363943872028
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943875590
error,log,,,"Exception while reading /mak1/.classpath",1363943875715
error,log,,,"Exception while reading /mak1/.classpath",1363943875731
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1363943875731
error,log,,,"Exception while reading /mak1/.classpath",1363943875731
error,log,,,"File is Out of sync",1363943875731
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: mak1",1363943875731
error,log,,,"Exception while reading /mak1/.classpath",1363943875731
error,log,,,"Errors occurred during the build.",1363943875731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943875778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943877637
error,log,,,"Core exception while retrieving the content description",1363943879122
error,log,,,"Core exception while retrieving the content description",1363943879122
error,log,,,"Core exception while retrieving the content description",1363943879122
error,log,,,"Core exception while retrieving the content description",1363943879122
error,log,,,"Core exception while retrieving the content description",1363943879137
error,log,,,"Core exception while retrieving the content description",1363943879137
error,log,,,"Core exception while retrieving the content description",1363943880043
error,log,,,"Core exception while retrieving the content description",1363943880043
error,log,,,"Core exception while retrieving the content description",1363943880059
error,log,,,"Core exception while retrieving the content description",1363943880059
error,log,,,"Core exception while retrieving the content description",1363943880059
error,log,,,"Core exception while retrieving the content description",1363943880059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943883731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943893590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943895871
error,log,,,"Exception while reading /mak1/.classpath",1363943895981
error,log,,,"Exception while reading /mak1/.classpath",1363943895981
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1363943895981
error,log,,,"Errors occurred during the build.",1363943895981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943910074
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1363943910074
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1363943911137
started,bundle,com.android.ide.eclipse.ndk,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ndk",1363943911168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943912277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943929652
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943929652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943931011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1363943931011
error,log,,,"Core exception while retrieving the content description",1363943931339
error,log,,,"Core exception while retrieving the content description",1363943931339
error,log,,,"Core exception while retrieving the content description",1363943931339
error,log,,,"Core exception while retrieving the content description",1363943931339
error,log,,,"Core exception while retrieving the content description",1363943931339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943934917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363943940136
