what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1363945613962
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1363945615806
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1363945615806
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1363945615822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363945624463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363945626213
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1363945626916
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1363945626916
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1363945626932
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1363945626932
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1363945626947
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1363945627010
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1363945627010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363945629385
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1363945631385
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1363945631463
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1363945631479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363945631760
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1363945631776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363945631776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363945636589
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1363945638479
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1363945638495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363945638604
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1363945638604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363945638604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363945642183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363945643339
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1363945643339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363945643339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363945661465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363945677060
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1363945677419
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1363945677419
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1363945677419
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1363945677450
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1363945677466
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1363945677544
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1363945677560
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1363945677700
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1363945677716
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1363945678044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1363945678091
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1363945683873
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1363945683888
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1363945683888
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1363945683904
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1363945683919
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1363945683951
started,bundle,com.android.ide.eclipse.ndk,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ndk",1363945683966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363945689279
started,bundle,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms",1363945698280
started,bundle,com.android.ide.eclipse.traceview,21.1.0.v201302060044-569685,"com.android.ide.eclipse.traceview",1363945698311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363945711109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1363945711124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363945715953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363945776580
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1363945977502
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946095767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946098080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946100767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946102595
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1363946102595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363946102595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946105908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946119454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946123016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946135485
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1363946135501
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363946145282
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363946145360
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1363946145625
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1363946156078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946163984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946164000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946164109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946171890
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363946171906
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1363946173031
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1363946182234
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1363946191124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946197890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946205999
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1363946206014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946211170
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946243373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946245388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946313730
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363946323918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946340089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946340105
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946340480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946345308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363946348401
